EFX_ID,EFX_NAME,EFX_ADDRESS,EFX_CITY,EFX_STATE,EFX_ZIPCODE,EFX_ZIP4,EFX_CTRYISOCD,EFX_CTRYNAME,EFX_COUNTY,EFX_LEGSUBNUMALL,EFX_LEGSUBNAMEALL,EFX_LEGSUBADDRESSALL,EFX_LEGSUBCITYALL,EFX_LEGSUBSTATEALL,EFX_LEGSUBZIPCODEALL,EFX_LEGSUBZIP4ALL,EFX_LEGSUBCTRYISOCDALL,EFX_LEGSUBCTRYNAMEALL,EFX_LEGSUBCOUNTYALL,EFX_LEGDOMULTNUMALL,EFX_LEGDOMULTNAMEALL,EFX_LEGDOMULTAddressALL,EFX_LEGDOMULTCITYALL,EFX_LEGDOMULTSTATEALL,EFX_LEGDOMULTZIPCODEALL,EFX_LEGDOMULTZIP4ALL,EFX_LEGDOMULTCTRYISOCDALL,EFX_LEGDOMULTCTRYNAMEALL,EFX_LEGDOMULTCOUNTYALL,EFX_LEGULTNUMALL,EFX_LEGULTNAMEALL,EFX_LEGULTADDRESSALL,EFX_LEGULTCITYALL,EFX_LEGULTSTATEALL,EFX_LEGULTZIPCODEALL,EFX_LEGULTZIP4ALL,EFX_LEGULTCTRYISOCDALL,EFX_LEGULTCTRYNAMEALL,EFX_LEGULTCOUNTYALL,EFX_AFFLULTNUMALL,EFX_AFFLULTNAMEALL,EFX_AFFLULTADDRESSALL,EFX_AFFLULTCITYALL,EFX_AFFLULTSTATEALL,EFX_AFFLULTZIPCODEALL,EFX_AFFLULTZIP4ALL,EFX_AFFLULTCTRYISOCDALL,EFX_AFFLULTCTRYNAMEALL,EFX_AFFULTCOUNTYALL,tot_col,md5sum
98459764,DELOITTE DEVELOPMENT LLC.,424 CHURCH ST STE 2400,NASHVILLE,TN,37219,2396,USA,United States of America,037,140148576,DELOITTE DEVELOPMENT LLC,180 GRAND AVE,OAKLAND,CA,94612,3741,USA,United States of America,001,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,103467149,DELOITTE TOUCHE TOHMATSU LIMITED,"HILL HOUSE, 1 LITTLE NEW STREET",LONDON,,EC4A 3TR,,GBR,United Kingdom of Great Britain and Northern Ireland,,"98459764DELOITTE DEVELOPMENT LLC.424 CHURCH ST STE 2400NASHVILLETN372192396USAUnited States of America037140148576DELOITTE DEVELOPMENT LLC180 GRAND AVEOAKLANDCA946123741USAUnited States of America001561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061103467149DELOITTE TOUCHE TOHMATSU LIMITEDHILL HOUSE, 1 LITTLE NEW STREETLONDONEC4A 3TRGBRUnited Kingdom of Great Britain and Northern Ireland",1e38d406393bb15cb466cba4f77792b0
105715409,DELOITTE DEVELOPMENT LLC.,350 S GRAND AVE ,LOS ANGELES,CA,90071,3406,USA,United States of America,037,140148576,DELOITTE DEVELOPMENT LLC,180 GRAND AVE,OAKLAND,CA,94612,3741,USA,United States of America,001,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,103467149,DELOITTE TOUCHE TOHMATSU LIMITED,"HILL HOUSE, 1 LITTLE NEW STREET",LONDON,,EC4A 3TR,,GBR,United Kingdom of Great Britain and Northern Ireland,,"105715409DELOITTE DEVELOPMENT LLC.350 S GRAND AVE LOS ANGELESCA900713406USAUnited States of America037140148576DELOITTE DEVELOPMENT LLC180 GRAND AVEOAKLANDCA946123741USAUnited States of America001561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061103467149DELOITTE TOUCHE TOHMATSU LIMITEDHILL HOUSE, 1 LITTLE NEW STREETLONDONEC4A 3TRGBRUnited Kingdom of Great Britain and Northern Ireland",4dcb0efce666fee9cba376e53ed9dccc
98474169,DELOITTE DEVELOPMENT LLC.,250 E 5TH ST STE 1900,CINCINNATI,OH,45202,4263,USA,United States of America,061,140148576,DELOITTE DEVELOPMENT LLC,180 GRAND AVE,OAKLAND,CA,94612,3741,USA,United States of America,001,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,103467149,DELOITTE TOUCHE TOHMATSU LIMITED,"HILL HOUSE, 1 LITTLE NEW STREET",LONDON,,EC4A 3TR,,GBR,United Kingdom of Great Britain and Northern Ireland,,"98474169DELOITTE DEVELOPMENT LLC.250 E 5TH ST STE 1900CINCINNATIOH452024263USAUnited States of America061140148576DELOITTE DEVELOPMENT LLC180 GRAND AVEOAKLANDCA946123741USAUnited States of America001561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061103467149DELOITTE TOUCHE TOHMATSU LIMITEDHILL HOUSE, 1 LITTLE NEW STREETLONDONEC4A 3TRGBRUnited Kingdom of Great Britain and Northern Ireland",d6292ad57451766bbe3186129d7eac7c
104872937,DELOITTE DEVELOPMENT LLC,111 SW 5TH AVE STE 3900,PORTLAND,OR,97204,3642,USA,United States of America,051,140148576,DELOITTE DEVELOPMENT LLC,180 GRAND AVE,OAKLAND,CA,94612,3741,USA,United States of America,001,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,103467149,DELOITTE TOUCHE TOHMATSU LIMITED,"HILL HOUSE, 1 LITTLE NEW STREET",LONDON,,EC4A 3TR,,GBR,United Kingdom of Great Britain and Northern Ireland,,"104872937DELOITTE DEVELOPMENT LLC111 SW 5TH AVE STE 3900PORTLANDOR972043642USAUnited States of America051140148576DELOITTE DEVELOPMENT LLC180 GRAND AVEOAKLANDCA946123741USAUnited States of America001561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061103467149DELOITTE TOUCHE TOHMATSU LIMITEDHILL HOUSE, 1 LITTLE NEW STREETLONDONEC4A 3TRGBRUnited Kingdom of Great Britain and Northern Ireland",f5c4bc38f8447bece1f5284aed915624
98474165,DELOITTE DEVELOPMENT LLC,5550 LYNDON B JOHNSON FWY ,DALLAS,TX,75240,6217,USA,United States of America,113,140148576,DELOITTE DEVELOPMENT LLC,180 GRAND AVE,OAKLAND,CA,94612,3741,USA,United States of America,001,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,103467149,DELOITTE TOUCHE TOHMATSU LIMITED,"HILL HOUSE, 1 LITTLE NEW STREET",LONDON,,EC4A 3TR,,GBR,United Kingdom of Great Britain and Northern Ireland,,"98474165DELOITTE DEVELOPMENT LLC5550 LYNDON B JOHNSON FWY DALLASTX752406217USAUnited States of America113140148576DELOITTE DEVELOPMENT LLC180 GRAND AVEOAKLANDCA946123741USAUnited States of America001561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061103467149DELOITTE TOUCHE TOHMATSU LIMITEDHILL HOUSE, 1 LITTLE NEW STREETLONDONEC4A 3TRGBRUnited Kingdom of Great Britain and Northern Ireland",9510a39226a513b5b56c166797271b12
98430055,DELOITTE DEVELOPMENT LLC.,2 HAMILTON AVE ,MORRISTOWN,NJ,07960,3768,USA,United States of America,027,140148576,DELOITTE DEVELOPMENT LLC,180 GRAND AVE,OAKLAND,CA,94612,3741,USA,United States of America,001,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,103467149,DELOITTE TOUCHE TOHMATSU LIMITED,"HILL HOUSE, 1 LITTLE NEW STREET",LONDON,,EC4A 3TR,,GBR,United Kingdom of Great Britain and Northern Ireland,,"98430055DELOITTE DEVELOPMENT LLC.2 HAMILTON AVE MORRISTOWNNJ079603768USAUnited States of America027140148576DELOITTE DEVELOPMENT LLC180 GRAND AVEOAKLANDCA946123741USAUnited States of America001561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061103467149DELOITTE TOUCHE TOHMATSU LIMITEDHILL HOUSE, 1 LITTLE NEW STREETLONDONEC4A 3TRGBRUnited Kingdom of Great Britain and Northern Ireland",45ed1c32cdaef83c4f6f8bae377a01ea
98459690,DELOITTE DEVELOPMENT LLC.,1601 DODGE ST STE 3100,OMAHA,NE,68102,1640,USA,United States of America,055,140148576,DELOITTE DEVELOPMENT LLC,180 GRAND AVE,OAKLAND,CA,94612,3741,USA,United States of America,001,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,103467149,DELOITTE TOUCHE TOHMATSU LIMITED,"HILL HOUSE, 1 LITTLE NEW STREET",LONDON,,EC4A 3TR,,GBR,United Kingdom of Great Britain and Northern Ireland,,"98459690DELOITTE DEVELOPMENT LLC.1601 DODGE ST STE 3100OMAHANE681021640USAUnited States of America055140148576DELOITTE DEVELOPMENT LLC180 GRAND AVEOAKLANDCA946123741USAUnited States of America001561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061103467149DELOITTE TOUCHE TOHMATSU LIMITEDHILL HOUSE, 1 LITTLE NEW STREETLONDONEC4A 3TRGBRUnited Kingdom of Great Britain and Northern Ireland",10dfc5e9ab13f50b80d1b78469015cf9
1762820,THE MONITOR GROUP INC,534 BLACKBURN DR ,AUGUSTA,GA,30907,8202,USA,United States of America,073,140144122,MONITOR DELOITTE,2 CANAL PARK STE 1,CAMBRIDGE,MA,02141,2232,USA,United States of America,017,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,103467149,DELOITTE TOUCHE TOHMATSU LIMITED,"HILL HOUSE, 1 LITTLE NEW STREET",LONDON,,EC4A 3TR,,GBR,United Kingdom of Great Britain and Northern Ireland,,"1762820THE MONITOR GROUP INC534 BLACKBURN DR AUGUSTAGA309078202USAUnited States of America073140144122MONITOR DELOITTE2 CANAL PARK STE 1CAMBRIDGEMA021412232USAUnited States of America017561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061103467149DELOITTE TOUCHE TOHMATSU LIMITEDHILL HOUSE, 1 LITTLE NEW STREETLONDONEC4A 3TRGBRUnited Kingdom of Great Britain and Northern Ireland",60fc38bb62fce61afa0c69506807d2be
247563993,MONITOR DELOITTE,140 BROADWAY ,NEW YORK,NY,10005,1108,USA,United States of America,061,140144122,MONITOR DELOITTE,2 CANAL PARK STE 1,CAMBRIDGE,MA,02141,2232,USA,United States of America,017,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,103467149,DELOITTE TOUCHE TOHMATSU LIMITED,"HILL HOUSE, 1 LITTLE NEW STREET",LONDON,,EC4A 3TR,,GBR,United Kingdom of Great Britain and Northern Ireland,,"247563993MONITOR DELOITTE140 BROADWAY NEW YORKNY100051108USAUnited States of America061140144122MONITOR DELOITTE2 CANAL PARK STE 1CAMBRIDGEMA021412232USAUnited States of America017561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061103467149DELOITTE TOUCHE TOHMATSU LIMITEDHILL HOUSE, 1 LITTLE NEW STREETLONDONEC4A 3TRGBRUnited Kingdom of Great Britain and Northern Ireland",9adcebfb3194d43dae11c904e9b01597
20416711,MONITOR GROUP,350 CAMBRIDGE AVE STE 325,PALO ALTO,CA,94306,1578,USA,United States of America,085,140144122,MONITOR DELOITTE,2 CANAL PARK STE 1,CAMBRIDGE,MA,02141,2232,USA,United States of America,017,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,103467149,DELOITTE TOUCHE TOHMATSU LIMITED,"HILL HOUSE, 1 LITTLE NEW STREET",LONDON,,EC4A 3TR,,GBR,United Kingdom of Great Britain and Northern Ireland,,"20416711MONITOR GROUP350 CAMBRIDGE AVE STE 325PALO ALTOCA943061578USAUnited States of America085140144122MONITOR DELOITTE2 CANAL PARK STE 1CAMBRIDGEMA021412232USAUnited States of America017561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061103467149DELOITTE TOUCHE TOHMATSU LIMITEDHILL HOUSE, 1 LITTLE NEW STREETLONDONEC4A 3TRGBRUnited Kingdom of Great Britain and Northern Ireland",116927e421fe3bac090e527d7cb5d982
10883742,THE MONITOR GROUP,3015 STATE ST STE 117,DALLAS,TX,75204,3991,USA,United States of America,113,140144122,MONITOR DELOITTE,2 CANAL PARK STE 1,CAMBRIDGE,MA,02141,2232,USA,United States of America,017,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,103467149,DELOITTE TOUCHE TOHMATSU LIMITED,"HILL HOUSE, 1 LITTLE NEW STREET",LONDON,,EC4A 3TR,,GBR,United Kingdom of Great Britain and Northern Ireland,,"10883742THE MONITOR GROUP3015 STATE ST STE 117DALLASTX752043991USAUnited States of America113140144122MONITOR DELOITTE2 CANAL PARK STE 1CAMBRIDGEMA021412232USAUnited States of America017561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061103467149DELOITTE TOUCHE TOHMATSU LIMITEDHILL HOUSE, 1 LITTLE NEW STREETLONDONEC4A 3TRGBRUnited Kingdom of Great Britain and Northern Ireland",3f9f09fad51317214bc2f0bb1dd59e38
83754696,MONITOR GROUP,2101 WILSON BLVD ,ARLINGTON,VA,22201,3086,USA,United States of America,013,140144122,MONITOR DELOITTE,2 CANAL PARK STE 1,CAMBRIDGE,MA,02141,2232,USA,United States of America,017,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,103467149,DELOITTE TOUCHE TOHMATSU LIMITED,"HILL HOUSE, 1 LITTLE NEW STREET",LONDON,,EC4A 3TR,,GBR,United Kingdom of Great Britain and Northern Ireland,,"83754696MONITOR GROUP2101 WILSON BLVD ARLINGTONVA222013086USAUnited States of America013140144122MONITOR DELOITTE2 CANAL PARK STE 1CAMBRIDGEMA021412232USAUnited States of America017561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061103467149DELOITTE TOUCHE TOHMATSU LIMITEDHILL HOUSE, 1 LITTLE NEW STREETLONDONEC4A 3TRGBRUnited Kingdom of Great Britain and Northern Ireland",036c8f180df6856f8f5e0a3f785b1014
101840525,MONITOR GROUP,COBBLE CT ,LITCHFIELD,CT,06759,,USA,United States of America,005,140144122,MONITOR DELOITTE,2 CANAL PARK STE 1,CAMBRIDGE,MA,02141,2232,USA,United States of America,017,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,103467149,DELOITTE TOUCHE TOHMATSU LIMITED,"HILL HOUSE, 1 LITTLE NEW STREET",LONDON,,EC4A 3TR,,GBR,United Kingdom of Great Britain and Northern Ireland,,"101840525MONITOR GROUPCOBBLE CT LITCHFIELDCT06759USAUnited States of America005140144122MONITOR DELOITTE2 CANAL PARK STE 1CAMBRIDGEMA021412232USAUnited States of America017561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061103467149DELOITTE TOUCHE TOHMATSU LIMITEDHILL HOUSE, 1 LITTLE NEW STREETLONDONEC4A 3TRGBRUnited Kingdom of Great Britain and Northern Ireland",bc7a76ad0acf5ce6d4351a7eb11d0a91
247563992,MONITOR DELOITTE,200 BERKELEY ST ,BOSTON,MA,02116,5022,USA,United States of America,025,140144122,MONITOR DELOITTE,2 CANAL PARK STE 1,CAMBRIDGE,MA,02141,2232,USA,United States of America,017,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,103467149,DELOITTE TOUCHE TOHMATSU LIMITED,"HILL HOUSE, 1 LITTLE NEW STREET",LONDON,,EC4A 3TR,,GBR,United Kingdom of Great Britain and Northern Ireland,,"247563992MONITOR DELOITTE200 BERKELEY ST BOSTONMA021165022USAUnited States of America025140144122MONITOR DELOITTE2 CANAL PARK STE 1CAMBRIDGEMA021412232USAUnited States of America017561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061103467149DELOITTE TOUCHE TOHMATSU LIMITEDHILL HOUSE, 1 LITTLE NEW STREETLONDONEC4A 3TRGBRUnited Kingdom of Great Britain and Northern Ireland",a69d57a1f24cb1c6dd5d2c013a268042
17547245,MONITOR CO. GROUP GP LLC,111 E WACKER DR STE 300,CHICAGO,IL,60601,4206,USA,United States of America,031,140144122,MONITOR DELOITTE,2 CANAL PARK STE 1,CAMBRIDGE,MA,02141,2232,USA,United States of America,017,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,103467149,DELOITTE TOUCHE TOHMATSU LIMITED,"HILL HOUSE, 1 LITTLE NEW STREET",LONDON,,EC4A 3TR,,GBR,United Kingdom of Great Britain and Northern Ireland,,"17547245MONITOR CO. GROUP GP LLC111 E WACKER DR STE 300CHICAGOIL606014206USAUnited States of America031140144122MONITOR DELOITTE2 CANAL PARK STE 1CAMBRIDGEMA021412232USAUnited States of America017561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061103467149DELOITTE TOUCHE TOHMATSU LIMITEDHILL HOUSE, 1 LITTLE NEW STREETLONDONEC4A 3TRGBRUnited Kingdom of Great Britain and Northern Ireland",3d35c56950537e78400b4352d38c22a7
35822987,MONITOR GROUP,50 W MONTGOMERY AVE STE 110,ROCKVILLE,MD,20850,4248,USA,United States of America,031,140144122,MONITOR DELOITTE,2 CANAL PARK STE 1,CAMBRIDGE,MA,02141,2232,USA,United States of America,017,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,103467149,DELOITTE TOUCHE TOHMATSU LIMITED,"HILL HOUSE, 1 LITTLE NEW STREET",LONDON,,EC4A 3TR,,GBR,United Kingdom of Great Britain and Northern Ireland,,"35822987MONITOR GROUP50 W MONTGOMERY AVE STE 110ROCKVILLEMD208504248USAUnited States of America031140144122MONITOR DELOITTE2 CANAL PARK STE 1CAMBRIDGEMA021412232USAUnited States of America017561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061103467149DELOITTE TOUCHE TOHMATSU LIMITEDHILL HOUSE, 1 LITTLE NEW STREETLONDONEC4A 3TRGBRUnited Kingdom of Great Britain and Northern Ireland",ab4521dbf034a3eac7903b42d8815a91
2563998,THE MONITOR GROUP INC,1430 SPRING HILL RD STE 400,MC LEAN,VA,22102,3021,USA,United States of America,059,140144122,MONITOR DELOITTE,2 CANAL PARK STE 1,CAMBRIDGE,MA,02141,2232,USA,United States of America,017,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,103467149,DELOITTE TOUCHE TOHMATSU LIMITED,"HILL HOUSE, 1 LITTLE NEW STREET",LONDON,,EC4A 3TR,,GBR,United Kingdom of Great Britain and Northern Ireland,,"2563998THE MONITOR GROUP INC1430 SPRING HILL RD STE 400MC LEANVA221023021USAUnited States of America059140144122MONITOR DELOITTE2 CANAL PARK STE 1CAMBRIDGEMA021412232USAUnited States of America017561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061103467149DELOITTE TOUCHE TOHMATSU LIMITEDHILL HOUSE, 1 LITTLE NEW STREETLONDONEC4A 3TRGBRUnited Kingdom of Great Britain and Northern Ireland",fdf6c2be83d2c8b0d4c7eb7bac226d4b
95868459,MONITOR COMPANY GROUP GP LLC,140 BRADFORD DR STE A,WEST BERLIN,NJ,08091,9216,USA,United States of America,007,140144122,MONITOR DELOITTE,2 CANAL PARK STE 1,CAMBRIDGE,MA,02141,2232,USA,United States of America,017,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,103467149,DELOITTE TOUCHE TOHMATSU LIMITED,"HILL HOUSE, 1 LITTLE NEW STREET",LONDON,,EC4A 3TR,,GBR,United Kingdom of Great Britain and Northern Ireland,,"95868459MONITOR COMPANY GROUP GP LLC140 BRADFORD DR STE AWEST BERLINNJ080919216USAUnited States of America007140144122MONITOR DELOITTE2 CANAL PARK STE 1CAMBRIDGEMA021412232USAUnited States of America017561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061103467149DELOITTE TOUCHE TOHMATSU LIMITEDHILL HOUSE, 1 LITTLE NEW STREETLONDONEC4A 3TRGBRUnited Kingdom of Great Britain and Northern Ireland",644fe2b6354ec16843410821afd33b68
92452698,MONITOR COMPANY GROUP LIMITED PARTNERSHIP,2 CANAL PARK ,CAMBRIDGE,MA,02141,2231,USA,United States of America,017,140144122,MONITOR DELOITTE,2 CANAL PARK STE 1,CAMBRIDGE,MA,02141,2232,USA,United States of America,017,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,103467149,DELOITTE TOUCHE TOHMATSU LIMITED,"HILL HOUSE, 1 LITTLE NEW STREET",LONDON,,EC4A 3TR,,GBR,United Kingdom of Great Britain and Northern Ireland,,"92452698MONITOR COMPANY GROUP LIMITED PARTNERSHIP2 CANAL PARK CAMBRIDGEMA021412231USAUnited States of America017140144122MONITOR DELOITTE2 CANAL PARK STE 1CAMBRIDGEMA021412232USAUnited States of America017561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061103467149DELOITTE TOUCHE TOHMATSU LIMITEDHILL HOUSE, 1 LITTLE NEW STREETLONDONEC4A 3TRGBRUnited Kingdom of Great Britain and Northern Ireland",fbd727d22381c638dd0afa576d555d07
